county,precinct,office,district,candidate,party,votes,reg_voters,ev_total,ed_total
Dolores,3,Shall Judge Robert D. Hawthorne of the,,Yes,,120,365,79,41
Dolores,3,Colorado Court of Appeals be retained in office?,,No,,105,365,63,42
Dolores,3,Shall Judge Jerry N. Jones of the,,Yes,,123,365,82,41
Dolores,3,Colorado Court of Appeals be retained in office?,,No,,101,365,60,41
Dolores,3,Shall Judge Gilbert M. Roman of the,,Yes,,110,365,74,36
Dolores,3,Colorado Court of Appeals be retained in office?,,No,,109,365,64,45
Dolores,3,Shall Judge Diana L. Terry of the,,Yes,,115,365,78,37
Dolores,3,Colorado Court of Appeals be retained in office?,,No,,107,365,63,44
Dolores,3,Shall Judge E. Dale Boyd of the,,Yes,,200,365,125,75
Dolores,3,Dolores County Court be retained in office?,,No,,91,365,65,26
Dolores,3,Amendment 46,,Yes,,115,365,76,39
Dolores,3,Amendment 46,,No,,159,365,97,62
Dolores,3,Amendment 47,,Yes,,108,365,64,44
Dolores,3,Amendment 47,,No,,177,365,118,59
Dolores,3,Amendment 48,,Yes,,103,365,70,33
Dolores,3,Amendment 48,,No,,178,365,113,65
Dolores,3,Amendment 49,,Yes,,99,365,61,38
Dolores,3,Amendment 49,,No,,175,365,114,61
Dolores,3,Amendment 50,,Yes,,135,365,90,45
Dolores,3,Amendment 50,,No,,134,365,80,54
Dolores,3,Amendment 51,,Yes,,40,365,31,9
Dolores,3,Amendment 51,,No,,234,365,145,89
Dolores,3,Amendment 52,,Yes,,50,365,35,15
Dolores,3,Amendment 52,,No,,214,365,135,79
Dolores,3,Amendment 53,,Yes,,90,365,66,24
Dolores,3,Amendment 53,,No,,134,365,76,58
Dolores,3,Amendment 54,,Yes,,122,365,79,43
Dolores,3,Amendment 54,,No,,146,365,94,52
Dolores,3,Amendment 55,,Yes,,56,365,40,16
Dolores,3,Amendment 55,,No,,171,365,104,67
Dolores,3,Amendment 56,,Yes,,58,365,37,21
Dolores,3,Amendment 56,,No,,172,365,109,63
Dolores,3,Amendment 57,,Yes,,74,365,48,26
Dolores,3,Amendment 57,,No,,156,365,97,59
Dolores,3,Amendment 58,,Yes,,70,365,50,20
Dolores,3,Amendment 58,,No,,198,365,120,78
Dolores,3,Amendment 59,,Yes,,95,365,63,32
Dolores,3,Amendment 59,,No,,171,365,107,64
Dolores,3,Referendum L,,Yes,,89,365,58,31
Dolores,3,Referendum L,,No,,167,365,105,62
Dolores,3,Referendum M,,Yes,,90,365,63,27
Dolores,3,Referendum M,,No,,165,365,100,65
Dolores,3,Referendum N,,Yes,,102,365,72,30
Dolores,3,Referendum N,,No,,157,365,92,65
Dolores,3,Referendum 0,,Yes,,106,365,76,30
Dolores,3,Referendum 0,,No,,157,365,90,67
Dolores,4,President,,John McCain I Sarah Palin,REP,361,599,233,128
Dolores,4,President,,Barack Obama I Joe Biden,DEM,86,599,60,26
Dolores,4,President,,Chuck Baldwin I Darrell L. Castle,CNP,7,599,3,4
Dolores,4,President,,Bob Barr I Wayne A. Root,LIB,2,599,2,0
Dolores,4,President,,Cynthia McKinney I Rosa A. Clemente,GRN,0,599,0,0
Dolores,4,President,,Jonathan E. Allen I Jeffrey D. Stath,HQK,0,599,0,0
Dolores,4,President,,Gene C. Amondson I Leroy J. Pletten,PRO,0,599,0,0
Dolores,4,President,,James Harris I Alyson Kennedy,SWP,0,599,0,0
Dolores,4,President,,Charles Jay I Dan Sallis Jr.,BTP,0,599,0,0
Dolores,4,President,,Alan Keyes I Brian Rohrbough,AlP,1,599,0,1
Dolores,4,President,,Gloria La Riva I Robert Moses,SL,0,599,0,0
Dolores,4,President,,Bradford Lyttle I Abraham Bassford,USP,0,599,0,0
Dolores,4,President,,Frank Edward McEnulty I David Mangan,,0,599,0,0
Dolores,4,President,,Brian Moore I Stewart A. Alexander,SP,0,599,0,0
Dolores,4,President,,Ralph Nader I Matt Gonzalez,,4,599,1,3
Dolores,4,President,,Thomas Robert Stevens I Alden Link,OBJ,0,599,0,0
Dolores,4,U. S. Senate,,Bob Schaffer,REP,289,599,175,114
Dolores,4,U. S. Senate,,Mark Udall,DEM,125,599,88,37
Dolores,4,U. S. Senate,,Bob Kinsey Green,,4,599,2,2
Dolores,4,U. S. Senate,,"Douglas ""Dayhorse"" Campbell",ACP,23,599,14,9
Dolores,4,U. S. Senate,,Gary Cooper,,0,599,0,0
Dolores,4,U. S. Senate,,Bruce E Lohmiller,,0,599,0,0
Dolores,4,U. S. Senate,,Buddy Moore,,0,599,0,0
Dolores,4,U.S. House,3.0,John T. Salazar,DEM,232,599,153,79
Dolores,4,U.S. House,3.0,Wayne Wolf,REP,211,599,131,80
Dolores,4,State Board of Education,3.0,Jill L. Brake,DEM,127,599,91,36
Dolores,4,State Board of Education,3.0,Marcia Neal,REP,256,599,145,111
Dolores,4,State House,58.0,Scott R. Tipton,REP,314,599,190,124
Dolores,4,State House,58.0,Noelle Hagan,DEM,123,599,89,34
Dolores,4,District Attorney,22.0,James Wilson,REP,222,599,137,85
Dolores,4,District Attorney,22.0,Mark (Mac) Myers,DEM,187,599,123,64
Dolores,4,County Commissioner,2.0,Ernest (Ernie) R. Williams,DEM,301,599,202,99
Dolores,4,County Commissioner,2.0,Ricardo Archuleta,UAF,140,599,83,57
Dolores,4,County Commissioner,3.0,Douglas R. Stowe,REP,271,599,164,107
Dolores,4,County Commissioner,3.0,Tim Huskey,DEM,186,599,129,57
Dolores,4,Shall Justice Allison H. Eid of the,,Yes,,218,599,139,79
Dolores,4,Colorado Supreme Court be retained in office?,,No,,135,599,85,50
Dolores,4,Shall Justice Gregory J. Hobbs Jr. of the,,Yes,,215,599,135,80
Dolores,4,Colorado Supreme Court be retained in office?,,No,,136,599,86,50
Dolores,4,Shall Judge Steven L. Bernard of the,,Yes,,225,599,143,82
Dolores,4,Colorado Court of Appeals be retained in office?,,No,,123,599,78,45
Dolores,4,Shall Judge David M. Furman of the,,Yes,,218,599,138,80
Dolores,4,Colorado Court of Appeals be retained in office?,,No,,130,599,83,47
Dolores,4,Shall Judge Robert D. Hawthorne of the,,Yes,,212,599,133,79
Dolores,4,Colorado Court of Appeals be retained in office?,,No,,137,599,88,49
Dolores,4,Shall Judge Jerry N. Jones of the,,Yes,,216,599,137,79
Dolores,4,Colorado Court of Appeals be retained in office?,,No,,133,599,84,49
Dolores,4,Shall Judge Gilbert M. Roman of the,,Yes,,210,599,133,77
Dolores,4,Colorado Court of Appeals be retained in office?,,No,,133,599,84,49
Dolores,4,Shall Judge Diana L. Terry of the,,Yes,,216,599,136,80
Dolores,4,Colorado Court of Appeals be retained in office?,,No,,129,599,80,49
Dolores,4,Shall Judge E. Dale Boyd of the,,Yes,,328,599,221,107
Dolores,4,Dolores County Court be retained in office?,,No,,110,599,66,44
Dolores,4,Amendment 46,,Yes,,175,599,117,58
Dolores,4,Amendment 46,,No,,258,599,161,97
Dolores,4,Amendment 47,,Yes,,177,599,120,57
Dolores,4,Amendment 47,,No,,269,599,171,98
Dolores,4,Amendment 48,,Yes,,160,599,104,56
Dolores,4,Amendment 48,,No,,282,599,185,97
Dolores,4,Amendment 49,,Yes,,142,599,96,46
Dolores,4,Amendment 49,,No,,285,599,179,106
Dolores,4,Amendment 50,,Yes,,179,599,118,61
Dolores,4,Amendment 50,,No,,246,599,155,91
Dolores,4,Amendment 51,,Yes,,60,599,45,15
Dolores,4,Amendment 51,,No,,374,599,238,136
Dolores,4,Amendment 52,,Yes,,91,599,62,29
Dolores,4,Amendment 52,,No,,339,599,217,122
Dolores,4,Amendment 53,,Yes,,127,599,93,34
Dolores,4,Amendment 53,,No,,250,599,146,104
Dolores,4,Amendment 54,,Yes,,153,599,114,39
Dolores,4,Amendment 54,,No,,275,599,163,112
Dolores,4,Amendment 55,,Yes,,99,599,67,32
Dolores,4,Amendment 55,,No,,280,599,177,103
Dolores,4,Amendment 56,,Yes,,113,599,70,43
Dolores,4,Amendment 56,,No,,267,599,173,94
Dolores,4,Amendment 57,,Yes,,104,599,68,36
Dolores,4,Amendment 57,,No,,273,599,171,102
Dolores,4,Amendment 58,,Yes,,93,599,63,30
Dolores,4,Amendment 58,,No,,338,599,215,123
Dolores,4,Amendment 59,,Yes,,122,599,74,48
Dolores,4,Amendment 59,,No,,304,599,200,104
Dolores,4,Referendum L,,Yes,,142,599,98,44
Dolores,4,Referendum L,,No,,278,599,171,107
Dolores,4,Referendum M,,Yes,,137,599,98,39
Dolores,4,Referendum M,,No,,277,599,167,110
Dolores,4,Referendum N,,Yes,,158,599,112,46
Dolores,4,Referendum N,,No,,258,599,156,102
Dolores,4,Referendum 0,,Yes,,134,599,93,41
Dolores,4,Referendum 0,,No,,273,599,166,107
Dolores,Provisional,President,,John McCain I Sarah Palin,REP,15,0,15,0
Dolores,Provisional,President,,Barack Obama I Joe Biden,DEM,13,0,13,0
Dolores,Provisional,President,,Chuck Baldwin I Darrell L. Castle,CNP,0,0,0,0
Dolores,Provisional,President,,Bob Barr I Wayne A. Root,LIB,0,0,0,0
Dolores,Provisional,President,,Cynthia McKinney I Rosa A. Clemente,GRN,0,0,0,0
Dolores,Provisional,President,,Jonathan E. Allen I Jeffrey D. Stath,HQK,0,0,0,0
Dolores,ÃÂÃÂÃÂ¢ Provisiona I,President,,Gene C. Amondson I Leroy J. Pletten,PRO,0,0,0,0
Dolores,Provisional,President,,James Harris I Alyson Kennedy,SWP,0,0,0,0
Dolores,Provisional,President,,Charles Jay I Dan Sallis Jr.,BTP,0,0,0,0
Dolores,Provisional,President,,Alan Keyes I Brian Rohrbough,AlP,0,0,0,0
Dolores,Provisional,President,,Gloria La Riva I Robert Moses,SL,0,0,0,0
Dolores,Provisional,President,,Bradford Lyttle I Abraham Bassford,USP,0,0,0,0
Dolores,Provisional,President,,Frank Edward McEnulty I David Mangan,,0,0,0,0
Dolores,Provisional,President,,Brian Moore I Stewart A. Alexander,SP,0,0,0,0
Dolores,Provisional,President,,Ralph Nader I Matt Gonzalez,,0,0,0,0
Dolores,Provisional,President,,Thomas Robert Stevens I Alden Link,OBJ,0,0,0,0
Dolores,Provisional,U. S. Senate,,Bob Schaffer,REP,13,0,13,0
Dolores,Provisional,U. S. Senate,,Mark Udall,DEM,11,0,11,0
Dolores,Provisional,U. S. Senate,,Bob Kinsey Green,,2,0,2,0
Dolores,Provisional,U. S. Senate,,"Douglas ""Dayhorse"" Campbell",ACP,1,0,1,0
Dolores,Provisional,U. S. Senate,,Gary Cooper,,0,0,0,0
Dolores,Provisional,U. S. Senate,,Bruce E Lohmiller,,0,0,0,0
Dolores,Provisional,U. S. Senate,,Buddy Moore,,0,0,0,0
Dolores,Provisional,U.S. House,3.0,John T. Salazar,DEM,16,0,16,0
Dolores,Provisional,U.S. House,3.0,Wayne Wolf,REP,11,0,11,0
Dolores,Provisional,State Board of Education,3.0,Jill L. Brake,DEM,11,0,11,0
Dolores,Provisional,State Board of Education,3.0,Marcia Neal,REP,16,0,16,0
Dolores,Provisional,State House,58.0,Scott R. Tipton,REP,17,0,17,0
Dolores,Provisional,State House,58.0,Noelle Hagan,DEM,10,0,10,0
Dolores,Provisional,District Attorney,22.0,James Wilson,REP,11,0,11,0
Dolores,Provisional,District Attorney,22.0,Mark (Mac) Myers,DEM,15,0,15,0
Dolores,Provisional,County Commissioner,2.0,Ernest (Ernie) R. Williams,DEM,18,0,18,0
Dolores,Provisional,County Commissioner,2.0,Ricardo Archuleta,UAF,8,0,8,0
Dolores,Provisional,County Commissioner,3.0,Douglas R. Stowe,REP,16,0,16,0
Dolores,Provisional,County Commissioner,3.0,Tim Huskey,DEM,10,0,10,0
Dolores,Provisional,Shall Justice Allison H. Eid of the,,Yes,,15,0,15,0
Dolores,Provisional,Colorado Supreme Court be retained in office?,,No,,7,0,7,0
Dolores,Provisional,Shall Justice Gregory J. Hobbs Jr. of the,,Yes,,12,0,12,0
Dolores,Provisional,Colorado Supreme Court be retained in office?,,No,,9,0,9,0
Dolores,Provisional,Shall Judge Steven L. Bernard of the,,Yes,,14,0,14,0
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,7,0,7,0
Dolores,Provisional,Shall Judge David M. Furman of the,,Yes,,13,0,13,0
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,9,0,9,0
Dolores,Provisional,Shall Judge Robert D. Hawthorne of the,,Yes,,15,0,15,0
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,7,0,7,0
Dolores,Provisional,Shall Judge Jerry N. Jones of the,,Yes,,15,0,15,0
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,7,0,7,0
Dolores,Provisional,Shall Judge Gilbert M. Roman of the,,Yes,,13,0,13,0
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,9,0,9,0
Dolores,Provisional,Shall Judge Diana L. Terry of the,,Yes,,14,0,14,0
Dolores,Provisional,Colorado Court of Appeals be retained in office?,,No,,8,0,8,0
Dolores,Provisional,Shall Judge E. Dale Boyd of the,,Yes,,16,0,16,0
Dolores,Provisional,Dolores County Court be retained in office?,,No,,6,0,6,0
Dolores,Provisional,Amendment 46,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 46,,No,,16,0,16,0
Dolores,Provisional,Amendment 47,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 47,,No,,15,0,15,0
Dolores,Provisional,Amendment 48,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 48,,No,,15,0,15,0
Dolores,Provisional,Amendment 49,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 49,,No,,14,0,14,0
Dolores,Provisional,Amendment 50,,Yes,,12,0,12,0
Dolores,Provisional,Amendment 50,,No,,13,0,13,0
Dolores,Provisional,Amendment 51,,Yes,,4,0,4,0
Dolores,Provisional,Amendment 51,,No,,21,0,21,0
Dolores,Provisional,Amendment 52,,Yes,,6,0,6,0
Dolores,Provisional,Amendment 52,,No,,19,0,19,0
Dolores,! Provisional,Amendment 53,,Yes,,0,0,0,0
Dolores,Provisional,Amendment 53,,No,,0,0,0,0
Dolores,Provisional,Amendment 54,,Yes,,13,0,13,0
Dolores,Provisional,Amendment 54,,No,,11,0,11,0
Dolores,Provisional,Amendment 55,,Yes,,0,0,0,0
Dolores,Provisional,Amendment 55,,No,,0,0,0,0
Dolores,Provisional,Amendment 56,,Yes,,0,0,0,0
Dolores,Provisional,Amendment 56,,No,,0,0,0,0
Dolores,Provisional,Amendment 57,,Yes,,0,0,0,0
Dolores,Provisional,Amendment 57,,No,,0,0,0,0
Dolores,Provisional,Amendment 58,,Yes,,9,0,9,0
Dolores,Provisional,Amendment 58,,No,,15,0,15,0
Dolores,Provisional,Amendment 59,,Yes,,10,0,10,1
Dolores,Provisional,Amendment 59,,No,,14,0,14,0
Dolores,Provisional,Referendum L,,Yes,,8,0,8,0
Dolores,Provisional,Referendum L,,No,,16,0,16,0
Dolores,Provisional,Referendum M,,Yes,,9,0,9,0
Dolores,Provisional,Referendum M,,No,,14,0,14,0
Dolores,Provisional,Referendum N,,Yes,,13,0,13,0
Dolores,Provisional,Referendum N,,No,,11,0,11,0
Dolores,Provisional,Referendum 0,,Yes,,8,0,8,0
Dolores,Provisional,Referendum 0,,No,,16,0,16,0
